symbol,name,code,source_ref,tags,cohort,issuer,underlying_index,description,ibkr_symbol
RAIL,Freightcar America Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
RCMT,Rcm Technologies Inc,EQ.IND.COMMSVC.PROFESSIONAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
USAU,Us Gold Corp,EQ.MAT.MATERIALS.METALS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
HCKT,Hackett Group,EQ.IT.SOFTWARE.ITSVC,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
ASYS,Amtech Systems Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
JMSB,John Marshall Bancorp Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
JOUT,Johnson Outdoors Inc Class A,EQ.CD.DURABLES.LEISURE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
WEYS,Weyco Group Inc,EQ.CD.DURABLES.TEXTILES,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
BH,Biglari Holdings Incinary Class B,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
PMTS,Cpi Card Group Inc,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
MVBF,Mvb Financial Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
BELFA,Bel Fuse Class A,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
CPS,Cooper Standard Holdings,EQ.CD.AUTO.COMPONENTS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
IDR,Idaho Strategic Resources Inc,EQ.MAT.MATERIALS.METALS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
FRST,Primis Financial Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
ENTA,Enanta Pharmaceuticals Inc,EQ.HC.PHARMA.PHARMA,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
OEC,Orion Sa,EQ.MAT.MATERIALS.CHEMICALS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
YORW,York Water,EQ.UTL.UTILITIES.WATER,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
GSBC,Great Southern Bancorp Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
FBIZ,First Business Financial Services,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
CSIQ,Canadian Solar,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
ACRS,Aclaris Therapeutics,EQ.HC.PHARMA.PHARMA,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
UHT,Universal Health Realty Income Tru,EQ.RE.REITS.HEALTHCARE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
HSTM,Healthstream,EQ.HC.EQUIPSVC.HCTECH,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
HNRG,Hallador Energy,EQ.UTL.UTILITIES.IPP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
FCEL,Fuelcell Energy Inc,EQ.IND.CAPGOODS.ELECTRICAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
AMPH,Amphastar Pharmaceuticals,EQ.HC.PHARMA.PHARMA,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
RBCAA,Republic Bancorp Inc Class A,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
ASTE,Astec Industries,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
RCAT,Red Cat Holdings Inc,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
FLO,Flowers Foods Inc,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
REX,Rex American Resources,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
VISN,Vistance Networks Inc,EQ.IT.HARDWARE.COMMEQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
DCH,Dauch Corporation,EQ.CD.AUTO.COMPONENTS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
TPB,Turning Point Brands,EQ.CS.FOOD.TOBACCO,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
CFFN,Capitol Federal Financial Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
ENOV,Enovis Corp,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
STBA,S And T Bancorp Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
ALRM,Alarm.Com Holdings,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
KMT,Kennametal,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
GEF,Greif Inc Class A,EQ.MAT.MATERIALS.CONTAINERS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
BKD,Brookdale Senior Living Inc,EQ.HC.EQUIPSVC.PROVIDERS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
CUBI,Customers Bancorp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
FRME,First Merchants,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
GPI,Group Automotive Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
KN,Knowles,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
LXP,Lxp Industrial Trust,EQ.RE.REITS.INDUSTRIAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
WT,Wisdomtree,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
OTTR,Otter Tail,EQ.UTL.UTILITIES.ELECTRIC,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
UUUU,Energy Fuels,EQ.MAT.MATERIALS.METALS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
UNF,Unifirst,EQ.IND.COMMSVC.COMMERCIAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
WSFS,Wsfs Financial,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
SLAB,Silicon Laboratories,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
BOX,Box Inc Class A,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
PTGX,Protagonist Therapeutics,EQ.HC.PHARMA.PHARMA,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
IBP,Installed Building Products,EQ.CD.DURABLES.HOUSEHOLD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
GLNG,Golar Lng,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
AIR,Aar,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
INGN,Inogen,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CMCO,Columbus Mckinnon Corp,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
TG,Tredegar Corp,EQ.MAT.MATERIALS.CHEMICALS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
OFLX,Omega Flex Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
ULH,Universal Logistics Holdings Inc,EQ.IND.TRANSPORT.GROUND,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
LMNR,Limoneira,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CBAN,Colony Bankcorp Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
RES,Rpc Inc,EQ.EN.ENERGY.EQUIPSVC,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
UHAL,U Haul Holding,EQ.IND.TRANSPORT.GROUND,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CAL,Caleres Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
GOOD,Gladstone Commercial Reit Corp,EQ.RE.REITS.DIVERSIFIED,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CYRX,Cryoport,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MOV,Movado Group Inc,EQ.CD.DURABLES.TEXTILES,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
NXRT,Nexpoint Residential Trust Inc,EQ.RE.REITS.RESIDENTIAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
EBF,Ennis Inc,EQ.IND.COMMSVC.COMMERCIAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
ONIT,Onity Group Inc,EQ.FIN.FINSVC.FINSVC,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MAMA,Mamas Creations Inc,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
PAR,Par Technology,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
SAFE,Safehold Inc,EQ.RE.REITS.DIVERSIFIED,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
KURA,Kura Oncology,EQ.HC.PHARMA.BIOTECH,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MPB,Mid Penn Bancorp Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
BCML,Baycom Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
WSBF,Waterstone Financial Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
SBGI,Sinclair Class A,EQ.COM.MEDIA.MEDIA,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
PFBC,Preferred Bank,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
PRSU,Pursuit Attractions And Hospitalit,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CCBG,Capital City Bank Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MUX,Mcewen Inc,EQ.MAT.MATERIALS.METALS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
PLOW,Douglas Dynamics Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
APPS,Digital Turbine,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MBWM,Mercantile Bank Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
TRST,Trustco Bank Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
BRSL,Brightstar Lottery Plc,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
BZH,Beazer Homes,EQ.CD.DURABLES.HOUSEHOLD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
SCSC,Scansource,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
OCUL,Ocular Therapeutix,EQ.HC.PHARMA.PHARMA,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
DHC,Diversified Healthcare Trust,EQ.RE.REITS.HEALTHCARE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
SFL,Sfl,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
OMCL,Omnicell Inc,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
SAFT,Safety Insurance Group Inc,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
NWBI,Northwest Bancshares Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MZTI,Marzetti,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
ATRO,Astronics,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
NBTB,Nbt Bancorp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CRVL,Corvel,EQ.HC.EQUIPSVC.PROVIDERS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
EFSC,Enterprise Financial Services Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MCY,Mercury General,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
BLBD,Blue Bird,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CWT,California Water Service Group,EQ.UTL.UTILITIES.WATER,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
PATK,Patrick Industries,EQ.CD.AUTO.COMPONENTS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
AAP,Advance Auto Parts Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
POWI,Power Integrations,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
POST,Post Holdings,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
DORM,Dorman Products,EQ.CD.AUTO.COMPONENTS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
IRT,Independence Realty,EQ.RE.REITS.RESIDENTIAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
HOG,Harley Davidson,EQ.CD.AUTO.AUTOMOBILES,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
OLED,Universal Display Corp,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
KBH,Kb Home,EQ.CD.DURABLES.HOUSEHOLD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CVBF,Cvb Financial Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
PARR,Par Pacific Holdings,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
PAG,Penske Automotive Group Voting Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
CXW,Corecivic Reit,EQ.IND.COMMSVC.COMMERCIAL,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
OGS,One Gas,EQ.UTL.UTILITIES.GAS,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
OUT,Outfront Media,EQ.RE.REITS.SPECIALIZED,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
MYRG,Myr Group Inc,EQ.IND.CAPGOODS.CONSTRUCTION,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwv_rank1001,,,,
